Stammnummer;Zielvariable;Tag;Monat;Dauer;Anruf-ID;Alter;Geschlecht;Art der Anstellung;Familienstand;Schulabschluß;Ausfall Kredit;Kontostand;Haus;Kredit;Kontaktart;Anzahl der Ansprachen;Tage seit letzter Kampagne;Anzahl Kontakte letzte Kampagne;Ergebnis letzte Kampagne
432182113;;1;jun;263;75900827;38;m;Hausfrau;geschieden;Abitur;nein;70;nein;nein;Handy;1;;0;Unbekannt
432168891;;20;nov;736;75903494;36;m;Management;single;Studium;nein;2032;nein;ja;Handy;1;;0;Unbekannt
432182617;;15;jun;257;75905343;47;m;Management;single;Studium;nein;372;nein;nein;Handy;1;;0;Unbekannt
432162364;;8;aug;848;75907503;31;m;Management;single;Studium;nein;2;nein;nein;Handy;1;;0;Unbekannt
432165646;;27;aug;34;75918665;46;m;Verwaltung;verheiratet;Abitur;nein;979;nein;nein;Handy;15;;0;Unbekannt
432170662;;29;jan;93;75920971;31;w;Dienstleistung;single;Studium;nein;1025;nein;nein;Handy;1;254;3;Kein Erfolg
432186897;;13;aug;461;75921516;29;m;Selbständig;single;Studium;nein;814;nein;nein;Unbekannt;1;;0;Unbekannt
432171054;;30;jan;146;75927981;35;w;Technischer Beruf;single;Abitur;nein;2144;ja;nein;Handy;2;262;2;Kein Erfolg
432143240;;7;may;173;75928585;59;w;Arbeiter;verheiratet;Abitur;nein;202;ja;nein;Unbekannt;1;;0;Unbekannt
432176424;;30;apr;435;75928598;38;m;Management;geschieden;Abitur;nein;257;ja;nein;Handy;1;;0;Unbekannt
432161090;;31;jul;644;75931002;43;w;Dienstleistung;verheiratet;Abitur;nein;642;nein;nein;Handy;2;;0;Unbekannt
432179289;;12;may;807;75931476;37;w;Technischer Beruf;verheiratet;Abitur;nein;807;ja;nein;Handy;3;172;4;Kein Erfolg
432147573;;23;may;260;75934591;54;m;Arbeiter;geschieden;Abitur;nein;462;ja;nein;Unbekannt;3;;0;Unbekannt
432180453;;15;may;117;75934648;31;m;Dienstleistung;single;Abitur;nein;342;ja;nein;Handy;5;366;7;Sonstiges
432164355;;20;aug;216;75935079;47;w;Dienstleistung;verheiratet;Abitur;nein;1717;nein;nein;Handy;9;;0;Unbekannt
432143566;;8;may;255;75936549;48;m;Verwaltung;single;Abitur;nein;96;ja;nein;Unbekannt;1;;0;Unbekannt
432181040;;15;may;15;75936858;39;m;Arbeiter;verheiratet;Abitur;nein;11854;ja;nein;Handy;9;;0;Unbekannt
432143373;;7;may;398;75939436;40;m;Technischer Beruf;verheiratet;Real-/Hauptschule;nein;164;ja;nein;Unbekannt;1;;0;Unbekannt
432163364;;14;aug;465;75940706;57;m;Technischer Beruf;verheiratet;Abitur;nein;2625;nein;nein;Handy;2;;0;Unbekannt
432147952;;23;may;106;75942341;36;w;Arbeiter;verheiratet;Abitur;nein;141;ja;nein;Unbekannt;3;;0;Unbekannt
432179027;;12;may;78;75943659;42;m;Technischer Beruf;single;Studium;nein;-411;ja;nein;Handy;5;292;3;Kein Erfolg
432146091;;16;may;370;75947400;40;w;Dienstleistung;verheiratet;Abitur;nein;181;ja;nein;Unbekannt;1;;0;Unbekannt
432168744;;20;nov;329;75948960;47;w;Dienstleistung;verheiratet;Abitur;nein;1315;nein;nein;Handy;4;;0;Unbekannt
432179111;;12;may;300;75949179;30;m;Dienstleistung;single;Abitur;nein;419;ja;nein;Handy;3;;0;Unbekannt
432177044;;5;may;523;75949249;41;w;Arbeiter;verheiratet;Abitur;nein;440;ja;nein;Handy;1;334;2;Kein Erfolg
432174508;;15;apr;953;75949979;36;m;Verwaltung;single;Abitur;nein;11174;ja;nein;Handy;1;;0;Unbekannt
432167925;;19;nov;94;75951929;37;m;Selbständig;verheiratet;Studium;nein;804;ja;nein;Handy;1;170;1;Sonstiges
432158981;;24;jul;58;75953829;46;w;Arbeiter;verheiratet;Abitur;nein;310;ja;nein;Handy;2;;0;Unbekannt
432168041;;19;nov;200;75956308;54;m;Verwaltung;verheiratet;Abitur;nein;1239;nein;nein;Handy;1;;0;Unbekannt
432159303;;25;jul;102;75958300;25;w;Arbeiter;verheiratet;Abitur;nein;2;ja;nein;Handy;2;;0;Unbekannt
432164149;;20;aug;117;75961520;31;w;Technischer Beruf;verheiratet;Abitur;nein;0;nein;nein;Handy;4;;0;Unbekannt
432178208;;8;may;728;75964055;56;m;Arbeiter;geschieden;Real-/Hauptschule;nein;-9;ja;ja;Handy;1;;0;Unbekannt
432165321;;26;aug;196;75964940;52;m;Arbeiter;verheiratet;Abitur;nein;60;nein;ja;Handy;2;;0;Unbekannt
432179904;;14;may;19;75971839;32;w;Arbeiter;verheiratet;Abitur;nein;822;ja;nein;Handy;8;366;6;Kein Erfolg
432145468;;14;may;341;75973254;54;w;Arbeiter;verheiratet;Abitur;nein;219;ja;nein;Unbekannt;5;;0;Unbekannt
432179755;;13;may;157;75977432;30;m;Dienstleistung;verheiratet;Abitur;nein;2191;ja;nein;Handy;4;;0;Unbekannt
432159730;;28;jul;761;75977759;40;m;Management;verheiratet;Studium;nein;552;nein;nein;Handy;8;;0;Unbekannt
432158623;;23;jul;232;75978602;30;m;Technischer Beruf;verheiratet;Studium;nein;0;ja;ja;Handy;1;;0;Unbekannt
432184076;;8;oct;403;75979836;55;w;Arbeitslos;verheiratet;Abitur;nein;377;nein;nein;Handy;1;183;1;Erfolg
432159633;;28;jul;837;75981331;27;w;Technischer Beruf;single;Abitur;nein;3933;nein;nein;Handy;3;;0;Unbekannt
432150973;;3;jun;176;75982754;38;m;Arbeiter;verheiratet;Real-/Hauptschule;nein;2472;ja;nein;Unbekannt;2;;0;Unbekannt
432182198;;2;jun;107;75983255;37;w;Verwaltung;verheiratet;Abitur;nein;0;ja;nein;Handy;1;;0;Unbekannt
432150951;;3;jun;30;75983486;33;m;Management;single;Studium;nein;0;nein;nein;Unbekannt;1;;0;Unbekannt
432154277;;20;jun;587;75984079;38;w;Technischer Beruf;single;Abitur;nein;258;nein;ja;Unbekannt;2;;0;Unbekannt
432170557;;29;jan;103;75987685;41;w;Verwaltung;single;Unbekannt;nein;350;ja;nein;Handy;1;;0;Unbekannt
432158286;;22;jul;139;75989067;37;w;Verwaltung;geschieden;Studium;nein;0;ja;ja;Handy;3;;0;Unbekannt
432181601;;18;may;6;75990308;29;m;Management;geschieden;Studium;nein;559;ja;nein;Handy;4;;0;Unbekannt
432151840;;6;jun;178;75996863;32;w;Dienstleistung;geschieden;Abitur;nein;5267;ja;nein;Unbekannt;2;;0;Unbekannt
432181406;;18;may;21;75998653;30;m;Arbeiter;single;Abitur;nein;327;ja;nein;Festnetz;2;;0;Unbekannt
432175655;;20;apr;88;75999712;36;w;Gründer;verheiratet;Abitur;nein;24;ja;nein;Handy;1;154;2;Kein Erfolg
432156229;;10;jul;114;76001697;31;m;Technischer Beruf;verheiratet;Abitur;nein;0;ja;ja;Handy;1;;0;Unbekannt
432171459;;2;feb;237;76005878;43;w;Arbeiter;verheiratet;Real-/Hauptschule;nein;575;nein;nein;Handy;1;;0;Unbekannt
432158276;;22;jul;41;76006668;27;w;Arbeiter;verheiratet;Real-/Hauptschule;nein;202;nein;ja;Handy;1;;0;Unbekannt
432152199;;9;jun;186;76006988;46;w;Hausfrau;verheiratet;Real-/Hauptschule;nein;103;nein;nein;Unbekannt;1;;0;Unbekannt
432163848;;19;aug;134;76008234;46;w;Management;geschieden;Studium;nein;134;nein;nein;Handy;2;;0;Unbekannt
432185114;;28;jan;390;76010599;52;m;Dienstleistung;verheiratet;Abitur;nein;659;nein;nein;Handy;4;93;1;Erfolg
432162366;;8;aug;406;76013073;44;m;Technischer Beruf;verheiratet;Studium;nein;1707;nein;nein;Handy;3;;0;Unbekannt
432146512;;19;may;211;76013395;28;m;Arbeiter;verheiratet;Abitur;nein;1827;ja;nein;Unbekannt;2;;0;Unbekannt
432157486;;17;jul;655;76014349;34;m;Dienstleistung;verheiratet;Abitur;nein;9;ja;nein;Handy;1;;0;Unbekannt
432159387;;25;jul;152;76015544;34;w;Arbeiter;verheiratet;Real-/Hauptschule;nein;654;nein;nein;Handy;1;;0;Unbekannt
432159531;;28;jul;93;76015779;49;w;Dienstleistung;verheiratet;Abitur;nein;220;ja;nein;Handy;11;;0;Unbekannt
432160888;;31;jul;155;76016424;32;m;Verwaltung;verheiratet;Abitur;nein;347;ja;nein;Handy;13;;0;Unbekannt
432164617;;21;aug;183;76018292;35;m;Management;single;Studium;nein;0;nein;nein;Handy;8;;0;Unbekannt
432171384;;2;feb;93;76018922;45;w;Hausfrau;geschieden;Real-/Hauptschule;nein;221;nein;nein;Handy;1;235;1;Kein Erfolg
432182231;;2;jun;270;76022826;53;w;Verwaltung;verheiratet;Abitur;nein;109;nein;nein;Festnetz;1;;0;Unbekannt
432182005;;27;may;161;76023775;47;w;Verwaltung;verheiratet;Studium;nein;2279;ja;ja;Handy;1;;0;Unbekannt
432169691;;21;nov;653;76023918;30;m;Technischer Beruf;single;Studium;nein;1028;ja;nein;Handy;1;;0;Unbekannt
432145166;;14;may;150;76024765;40;m;Management;verheiratet;Studium;nein;413;ja;nein;Unbekannt;1;;0;Unbekannt
432186344;;25;jun;359;76028194;27;w;Student;single;Abitur;nein;833;nein;nein;Festnetz;5;;0;Unbekannt
432179016;;12;may;324;76029126;32;m;Hausfrau;verheiratet;Real-/Hauptschule;nein;51;ja;nein;Handy;1;;0;Unbekannt
432183073;;7;aug;390;76035355;73;m;Rentner;geschieden;Abitur;nein;1092;nein;nein;Handy;2;;0;Unbekannt
432143994;;9;may;483;76039336;31;m;Technischer Beruf;single;Studium;nein;22;ja;nein;Unbekannt;3;;0;Unbekannt
432154581;;20;jun;51;76040425;47;m;Dienstleistung;verheiratet;Abitur;nein;0;nein;ja;Unbekannt;2;;0;Unbekannt
432176631;;4;may;181;76043522;33;m;Verwaltung;verheiratet;Studium;nein;4984;ja;nein;Handy;2;;0;Unbekannt
432185839;;17;apr;94;76045504;21;m;Student;single;Abitur;nein;546;nein;nein;Unbekannt;1;;0;Unbekannt
432166532;;17;nov;101;76050342;57;w;Arbeiter;verheiratet;Abitur;nein;5270;ja;nein;Festnetz;1;;0;Unbekannt
432164940;;22;aug;101;76051747;38;m;Hausfrau;verheiratet;Abitur;nein;316;nein;nein;Handy;4;;0;Unbekannt
432172054;;3;feb;195;76053179;41;w;Technischer Beruf;single;Studium;nein;-89;ja;nein;Handy;4;251;4;Kein Erfolg
432150143;;30;may;58;76055246;31;m;Management;single;Studium;nein;453;ja;nein;Unbekannt;3;;0;Unbekannt
432182675;;17;jun;181;76055325;21;w;Management;single;Studium;nein;243;nein;ja;Handy;2;;0;Unbekannt
432145630;;15;may;326;76061072;41;w;Dienstleistung;verheiratet;Abitur;nein;957;ja;nein;Unbekannt;4;;0;Unbekannt
432163152;;13;aug;1149;76069360;37;m;Technischer Beruf;single;Abitur;nein;-242;ja;nein;Handy;6;;0;Unbekannt
432149133;;28;may;93;76070434;26;w;Verwaltung;single;Abitur;nein;677;ja;nein;Unbekannt;1;;0;Unbekannt
432148092;;26;may;142;76070470;36;w;Technischer Beruf;geschieden;Abitur;nein;160;ja;nein;Unbekannt;1;;0;Unbekannt
432163413;;14;aug;103;76079985;30;m;Technischer Beruf;single;Studium;nein;4561;ja;nein;Handy;2;;0;Unbekannt
432167931;;19;nov;68;76080549;57;m;Gründer;verheiratet;Studium;nein;1828;ja;nein;Handy;1;;0;Unbekannt
432175017;;17;apr;499;76081793;28;m;Technischer Beruf;verheiratet;Abitur;nein;675;ja;nein;Handy;2;;0;Unbekannt
432145355;;14;may;48;76082276;32;w;Management;single;Abitur;nein;160;ja;nein;Unbekannt;1;;0;Unbekannt
432152081;;9;jun;113;76083616;36;w;Arbeiter;verheiratet;Unbekannt;nein;3783;nein;nein;Unbekannt;1;;0;Unbekannt
432187108;;10;sep;110;76083721;65;w;Arbeitslos;geschieden;Abitur;nein;588;nein;nein;Handy;4;186;1;Erfolg
432161322;;4;aug;389;76084930;54;w;Rentner;verheiratet;Abitur;nein;763;nein;nein;Handy;2;;0;Unbekannt
432160966;;31;jul;64;76088238;50;m;Arbeiter;verheiratet;Real-/Hauptschule;nein;235;nein;nein;Handy;20;;0;Unbekannt
432160522;;30;jul;100;76089487;48;w;Verwaltung;verheiratet;Studium;nein;1015;nein;ja;Festnetz;3;;0;Unbekannt
432146840;;20;may;215;76095659;37;m;Technischer Beruf;verheiratet;Abitur;nein;439;ja;nein;Unbekannt;2;;0;Unbekannt
432143246;;7;may;243;76098470;43;w;Arbeiter;verheiratet;Abitur;nein;167;ja;nein;Unbekannt;1;;0;Unbekannt
432158170;;21;jul;1342;76106067;40;w;Verwaltung;single;Abitur;nein;664;nein;nein;Handy;2;;0;Unbekannt
432184090;;9;oct;266;76106271;27;w;Verwaltung;verheiratet;Abitur;nein;3415;nein;nein;Handy;3;184;1;Erfolg
432187486;;8;nov;240;76107057;44;m;Management;verheiratet;Studium;nein;839;nein;nein;Handy;1;40;2;Sonstiges
432177871;;7;may;152;76119094;44;m;Selbständig;verheiratet;Studium;nein;11757;nein;nein;Handy;2;;0;Unbekannt
432176062;;21;apr;149;76120961;30;w;Arbeiter;single;Unbekannt;nein;6281;nein;nein;Handy;2;;0;Unbekannt
432164535;;21;aug;898;76121277;47;w;Management;verheiratet;Studium;nein;509;nein;ja;Handy;4;;0;Unbekannt
432166746;;17;nov;153;76123909;47;w;Management;verheiratet;Studium;nein;2919;ja;nein;Handy;1;;0;Unbekannt
432180948;;15;may;21;76124276;40;w;Arbeiter;geschieden;Abitur;nein;0;ja;nein;Handy;2;;0;Unbekannt
432168527;;20;nov;997;76127989;46;m;Arbeiter;verheiratet;Real-/Hauptschule;nein;5393;ja;nein;Handy;2;;0;Unbekannt
432178636;;11;may;154;76128890;52;m;Dienstleistung;verheiratet;Abitur;nein;540;ja;nein;Handy;2;340;2;Kein Erfolg
432184907;;28;dec;83;76130206;33;w;Verwaltung;single;Studium;nein;102;nein;nein;Handy;4;;0;Unbekannt
432154854;;2;jul;306;76131571;45;w;Selbständig;verheiratet;Real-/Hauptschule;nein;-584;ja;ja;Unbekannt;2;;0;Unbekannt
432176544;;4;may;267;76133121;33;m;Management;single;Studium;nein;5437;nein;nein;Handy;1;91;1;Kein Erfolg
432167600;;18;nov;133;76135379;36;m;Technischer Beruf;single;Real-/Hauptschule;nein;2169;ja;nein;Handy;2;110;3;Sonstiges
432154026;;20;jun;73;76137958;41;w;Management;verheiratet;Abitur;nein;1273;nein;nein;Unbekannt;3;;0;Unbekannt
432146121;;16;may;754;76139312;35;m;Arbeiter;verheiratet;Abitur;nein;-613;ja;nein;Unbekannt;1;;0;Unbekannt
432161364;;5;aug;537;76141398;41;w;Management;verheiratet;Studium;nein;1391;nein;nein;Handy;1;;0;Unbekannt
432178819;;11;may;445;76143176;26;m;Student;single;Studium;nein;249;ja;nein;Handy;2;371;1;Sonstiges
432156365;;11;jul;215;76143711;41;w;Technischer Beruf;single;Abitur;nein;-618;ja;ja;Handy;1;;0;Unbekannt
432159906;;29;jul;7;76144182;58;m;Management;verheiratet;Studium;nein;1517;ja;nein;Festnetz;5;;0;Unbekannt
432165374;;26;aug;119;76144271;47;m;Dienstleistung;verheiratet;Abitur;nein;1764;nein;ja;Handy;6;;0;Unbekannt
432162841;;12;aug;80;76144371;30;m;Management;single;Studium;nein;443;ja;ja;Handy;2;;0;Unbekannt
432142671;;5;may;196;76149004;31;m;Verwaltung;single;Abitur;nein;98;ja;nein;Unbekannt;2;;0;Unbekannt
432161884;;7;aug;401;76149297;60;m;Management;verheiratet;Studium;nein;0;nein;nein;Handy;3;;0;Unbekannt
432180901;;15;may;239;76152235;36;w;Technischer Beruf;verheiratet;Studium;nein;530;ja;nein;Handy;2;;0;Unbekannt
432146373;;16;may;393;76160317;30;w;Arbeiter;verheiratet;Abitur;nein;68;ja;ja;Unbekannt;2;;0;Unbekannt
432150127;;30;may;475;76161672;51;m;Technischer Beruf;geschieden;Abitur;nein;468;ja;nein;Unbekannt;4;;0;Unbekannt
432156680;;14;jul;74;76161707;43;w;Arbeiter;single;Studium;nein;1344;ja;nein;Handy;2;;0;Unbekannt
432151170;;4;jun;52;76161977;37;m;Arbeiter;verheiratet;Abitur;nein;117;ja;nein;Unbekannt;1;;0;Unbekannt
432182888;;8;jul;117;76167591;48;w;Dienstleistung;verheiratet;Abitur;nein;127;nein;nein;Handy;1;;0;Unbekannt
432150576;;2;jun;142;76168699;34;m;Technischer Beruf;verheiratet;Real-/Hauptschule;nein;926;ja;ja;Unbekannt;2;;0;Unbekannt
432183410;;14;aug;236;76172147;22;w;Student;single;Abitur;nein;47;nein;nein;Handy;2;;0;Unbekannt
432180019;;14;may;7;76172704;44;m;Verwaltung;single;Abitur;nein;275;ja;nein;Handy;5;367;4;Kein Erfolg
432170592;;29;jan;73;76174695;52;w;Arbeitslos;verheiratet;Real-/Hauptschule;nein;1724;nein;nein;Handy;1;;0;Unbekannt
432183645;;26;aug;143;76175268;39;w;Technischer Beruf;geschieden;Abitur;nein;385;nein;nein;Handy;1;93;1;Kein Erfolg
432165917;;28;aug;211;76175493;34;w;Management;single;Studium;nein;46;nein;nein;Handy;17;;0;Unbekannt
432142377;;5;may;225;76178065;57;w;Technischer Beruf;verheiratet;Abitur;nein;839;nein;ja;Unbekannt;1;;0;Unbekannt
432149466;;29;may;285;76179710;42;w;Arbeiter;verheiratet;Abitur;nein;130;ja;nein;Unbekannt;1;;0;Unbekannt
432175889;;20;apr;81;76187660;28;w;Technischer Beruf;verheiratet;Studium;nein;2925;ja;nein;Handy;4;;0;Unbekannt
432177815;;7;may;243;76188177;32;w;Gründer;verheiratet;Abitur;nein;-25;ja;nein;Handy;2;;0;Unbekannt
432175816;;20;apr;28;76188988;37;m;Arbeiter;verheiratet;Abitur;nein;3884;ja;nein;Handy;5;;0;Unbekannt
432172711;;5;feb;656;76201586;42;m;Technischer Beruf;single;Abitur;nein;541;ja;nein;Handy;1;;0;Unbekannt
432183412;;14;aug;137;76202843;37;m;Student;single;Unbekannt;nein;444;nein;nein;Handy;1;102;5;Erfolg
432172673;;5;feb;563;76212864;29;w;Arbeitslos;single;Studium;nein;991;nein;nein;Handy;1;;0;Unbekannt
432159339;;25;jul;142;76212948;33;m;Dienstleistung;verheiratet;Abitur;ja;-319;ja;nein;Handy;1;;0;Unbekannt
432155115;;7;jul;96;76216544;45;m;Technischer Beruf;verheiratet;Abitur;nein;268;nein;nein;Handy;14;;0;Unbekannt
432160866;;31;jul;26;76228340;56;m;Unbekannt;verheiratet;Unbekannt;nein;33;nein;nein;Festnetz;15;;0;Unbekannt
432169219;;20;nov;1059;76234296;33;m;Dienstleistung;verheiratet;Abitur;nein;2918;nein;ja;Handy;2;;0;Unbekannt
432173386;;11;feb;56;76236140;58;w;Management;geschieden;Studium;nein;26831;nein;nein;Handy;18;;0;Unbekannt
432183901;;11;sep;210;76244339;73;m;Rentner;verheiratet;Unbekannt;nein;739;nein;nein;Handy;1;;0;Unbekannt
432173807;;1;apr;351;76248058;26;w;Verwaltung;single;Abitur;nein;274;nein;nein;Handy;3;;0;Unbekannt
432155503;;8;jul;145;76259675;32;w;Gründer;geschieden;Abitur;nein;252;nein;ja;Handy;2;;0;Unbekannt
432173241;;9;feb;15;76260053;40;m;Management;verheiratet;Abitur;nein;99;nein;nein;Handy;5;;0;Unbekannt
432183233;;12;aug;131;76260286;61;w;Management;single;Studium;nein;2;nein;nein;Handy;1;114;3;Kein Erfolg
432152077;;9;jun;38;76260528;59;m;Hausfrau;verheiratet;Abitur;nein;345;nein;nein;Unbekannt;1;;0;Unbekannt
432161372;;5;aug;148;76262363;50;w;Technischer Beruf;verheiratet;Abitur;nein;805;nein;nein;Handy;1;;0;Unbekannt
432179505;;13;may;333;76263584;34;m;Arbeiter;verheiratet;Abitur;nein;496;ja;nein;Handy;1;;0;Unbekannt
432176837;;5;may;95;76263809;48;w;Arbeiter;single;Abitur;nein;0;ja;nein;Handy;1;;0;Unbekannt
432153186;;17;jun;81;76265311;60;m;Rentner;single;Studium;nein;568;nein;nein;Unbekannt;1;;0;Unbekannt
432187304;;8;oct;375;76271862;32;m;Management;single;Studium;nein;3289;nein;nein;Handy;2;179;2;Kein Erfolg
432180838;;15;may;830;76279854;48;m;Arbeiter;verheiratet;Abitur;nein;480;ja;nein;Handy;1;352;2;Kein Erfolg
432186574;;19;jul;128;76280743;58;m;Arbeiter;geschieden;Real-/Hauptschule;nein;1299;nein;nein;Handy;2;234;2;Kein Erfolg
432157702;;18;jul;143;76281984;26;w;Arbeiter;verheiratet;Abitur;nein;-384;ja;ja;Handy;1;;0;Unbekannt
432142943;;6;may;138;76284354;54;m;Dienstleistung;verheiratet;Abitur;ja;0;ja;nein;Unbekannt;3;;0;Unbekannt
432147969;;23;may;215;76287523;33;m;Management;geschieden;Studium;nein;471;nein;nein;Unbekannt;4;;0;Unbekannt
432173947;;3;apr;1091;76288625;44;m;Arbeiter;verheiratet;Real-/Hauptschule;nein;612;ja;ja;Handy;1;135;1;Kein Erfolg
432161636;;6;aug;126;76288765;54;w;Arbeiter;verheiratet;Abitur;nein;506;ja;nein;Handy;2;;0;Unbekannt
432149256;;28;may;315;76290650;48;m;Arbeiter;verheiratet;Real-/Hauptschule;nein;134;ja;nein;Unbekannt;2;;0;Unbekannt
432146986;;20;may;325;76290962;32;w;Verwaltung;verheiratet;Real-/Hauptschule;nein;1351;ja;nein;Unbekannt;3;;0;Unbekannt
432156923;;15;jul;121;76291627;51;m;Rentner;verheiratet;Abitur;nein;509;ja;nein;Handy;4;;0;Unbekannt
432166424;;23;oct;140;76292472;36;m;Management;verheiratet;Studium;nein;0;ja;nein;Festnetz;1;143;3;Kein Erfolg
432184469;;2;nov;46;76293246;29;w;Student;single;Unbekannt;nein;10332;nein;nein;Handy;3;;0;Unbekannt
432158966;;24;jul;53;76295348;32;w;Management;single;Studium;nein;887;ja;nein;Handy;5;;0;Unbekannt
432172595;;5;feb;18;76297287;49;w;Management;verheiratet;Studium;nein;271;ja;nein;Handy;6;;0;Unbekannt
432162626;;11;aug;182;76298054;31;m;Management;single;Studium;nein;498;nein;nein;Handy;2;;0;Unbekannt
432185356;;11;feb;515;76298531;75;m;Rentner;verheiratet;Abitur;nein;291;nein;nein;Handy;1;183;1;Kein Erfolg
432145216;;14;may;120;76298779;45;m;Gründer;verheiratet;Real-/Hauptschule;nein;2418;ja;nein;Unbekannt;1;;0;Unbekannt
432170325;;28;jan;296;76300767;29;m;Technischer Beruf;single;Abitur;nein;0;nein;nein;Handy;1;;0;Unbekannt
432160180;;29;jul;125;76302168;51;m;Arbeiter;verheiratet;Abitur;nein;1151;ja;ja;Handy;2;;0;Unbekannt
432178613;;11;may;72;76302514;39;m;Dienstleistung;verheiratet;Abitur;nein;93;ja;nein;Handy;4;;0;Unbekannt
432161355;;5;aug;117;76303022;48;w;Technischer Beruf;verheiratet;Abitur;nein;1600;nein;nein;Handy;1;;0;Unbekannt
432164602;;21;aug;81;76303244;55;w;Arbeiter;verheiratet;Abitur;nein;196;nein;nein;Handy;1;;0;Unbekannt
432163868;;19;aug;96;76306958;53;m;Management;verheiratet;Studium;nein;210;nein;nein;Handy;2;;0;Unbekannt
432174523;;15;apr;309;76311589;27;w;Arbeiter;single;Abitur;nein;484;ja;nein;Handy;2;;0;Unbekannt
432161777;;6;aug;236;76316285;34;m;Management;single;Studium;nein;2576;ja;ja;Handy;4;;0;Unbekannt
432167628;;18;nov;244;76317728;49;m;Management;verheiratet;Studium;nein;1887;nein;nein;Handy;3;;0;Unbekannt
432186284;;16;jun;288;76320588;66;w;Hausfrau;verheiratet;Real-/Hauptschule;nein;1230;nein;nein;Handy;6;181;3;Erfolg
432158846;;23;jul;1309;76321775;51;m;Selbständig;verheiratet;Abitur;nein;95;ja;nein;Handy;4;;0;Unbekannt
432154563;;20;jun;46;76323079;45;m;Technischer Beruf;verheiratet;Abitur;nein;3492;ja;ja;Unbekannt;4;;0;Unbekannt
432181153;;18;may;14;76327155;57;w;Hausfrau;verheiratet;Real-/Hauptschule;nein;151;ja;nein;Handy;4;;0;Unbekannt
432153381;;17;jun;462;76328254;55;m;Management;verheiratet;Studium;nein;913;nein;nein;Unbekannt;5;;0;Unbekannt
432181264;;18;may;245;76328877;26;w;Selbständig;single;Studium;nein;16563;ja;nein;Handy;1;;0;Unbekannt
432157467;;17;jul;795;76329537;42;m;Management;verheiratet;Studium;nein;4;ja;nein;Handy;1;;0;Unbekannt
432178651;;11;may;161;76330334;44;w;Dienstleistung;verheiratet;Abitur;nein;0;ja;ja;Handy;1;;0;Unbekannt
432180403;;14;may;33;76331021;42;m;Arbeiter;verheiratet;Abitur;nein;343;ja;nein;Festnetz;7;365;7;Kein Erfolg
432187444;;25;oct;225;76331174;61;m;Selbständig;verheiratet;Studium;nein;10861;nein;nein;Handy;1;91;5;Erfolg
432151537;;5;jun;34;76331677;48;w;Gründer;geschieden;Studium;nein;275;nein;ja;Unbekannt;1;;0;Unbekannt
432167836;;19;nov;184;76334821;32;m;Arbeiter;single;Abitur;nein;1721;ja;nein;Handy;2;182;2;Kein Erfolg
432159296;;25;jul;188;76336809;43;w;Arbeiter;verheiratet;Abitur;nein;57;ja;nein;Handy;5;;0;Unbekannt
432168388;;19;nov;356;76337577;34;m;Arbeitslos;single;Abitur;nein;9895;nein;nein;Handy;2;;0;Unbekannt
432175478;;20;apr;406;76339367;45;m;Arbeiter;verheiratet;Real-/Hauptschule;nein;658;ja;nein;Festnetz;3;270;2;Kein Erfolg
432185806;;13;apr;223;76341462;49;m;Verwaltung;verheiratet;Abitur;nein;197;ja;nein;Handy;1;182;2;Kein Erfolg
432157698;;18;jul;191;76346048;40;m;Dienstleistung;geschieden;Abitur;nein;49;nein;ja;Handy;1;;0;Unbekannt
432172233;;4;feb;77;76346449;34;m;Hausfrau;verheiratet;Real-/Hauptschule;nein;0;ja;nein;Handy;1;;0;Unbekannt
432178663;;11;may;242;76347330;30;m;Management;verheiratet;Studium;nein;740;ja;ja;Handy;3;341;1;Sonstiges
432143649;;8;may;60;76347510;55;w;Arbeitslos;single;Studium;nein;1513;ja;nein;Unbekannt;1;;0;Unbekannt
432175106;;17;apr;404;76349926;37;w;Arbeiter;verheiratet;Real-/Hauptschule;nein;3154;ja;nein;Handy;1;305;3;Kein Erfolg
432171669;;2;feb;283;76350072;83;m;Rentner;verheiratet;Studium;nein;6236;nein;nein;Handy;2;;0;Unbekannt
432149912;;30;may;521;76353399;35;m;Arbeiter;single;Real-/Hauptschule;nein;293;ja;nein;Unbekannt;2;;0;Unbekannt
432178452;;11;may;183;76354820;47;w;Verwaltung;verheiratet;Abitur;nein;298;ja;nein;Handy;1;;0;Unbekannt
432181509;;18;may;409;76356799;31;w;Dienstleistung;single;Abitur;nein;258;ja;nein;Handy;3;;0;Unbekannt
432167994;;19;nov;214;76358935;39;w;Technischer Beruf;geschieden;Abitur;nein;688;ja;ja;Handy;1;;0;Unbekannt
432145147;;14;may;230;76359055;53;m;Technischer Beruf;geschieden;Abitur;nein;522;ja;nein;Unbekannt;1;;0;Unbekannt
432152120;;9;jun;145;76364766;35;w;Verwaltung;verheiratet;Abitur;nein;5768;ja;ja;Unbekannt;1;;0;Unbekannt
432154975;;4;jul;195;76369332;59;m;Rentner;geschieden;Real-/Hauptschule;nein;-110;nein;ja;Unbekannt;1;;0;Unbekannt
432160025;;29;jul;551;76369626;39;m;Verwaltung;verheiratet;Abitur;nein;394;nein;nein;Handy;2;;0;Unbekannt
432187379;;15;oct;294;76370213;29;w;Arbeiter;single;Abitur;nein;2806;nein;nein;Handy;1;93;5;Sonstiges
