Stammnummer;Zielvariable;Tag;Monat;Dauer;Anruf-ID;Alter;Geschlecht;Art der Anstellung;Familienstand;Schulabschluß;Ausfall Kredit;Kontostand;Haus;Kredit;Kontaktart;Anzahl der Ansprachen;Tage seit letzter Kampagne;Anzahl Kontakte letzte Kampagne;Ergebnis letzte Kampagne
432169644;nein;21;nov;40;16727852;59;m;Management;verheiratet;Abitur;nein;42;nein;nein;Handy;1;;0;Unbekannt
432148886;nein;27;may;92;16729110;34;w;Technischer Beruf;single;Abitur;nein;-476;ja;nein;Unbekannt;4;;0;Unbekannt
432154673;nein;26;jun;251;16733182;48;w;Arbeiter;verheiratet;Abitur;nein;341;ja;ja;Unbekannt;3;;0;Unbekannt
432155677;nein;8;jul;416;16734994;26;m;Hausfrau;verheiratet;Real-/Hauptschule;nein;158;nein;ja;Handy;4;;0;Unbekannt
432172290;nein;4;feb;220;16743693;28;w;Verwaltung;verheiratet;Abitur;nein;358;nein;nein;Handy;1;;0;Unbekannt
432167723;nein;18;nov;394;16745142;31;m;Arbeiter;verheiratet;Abitur;nein;604;ja;nein;Handy;2;;0;Unbekannt
432184474;ja;3;nov;187;16748922;35;m;Verwaltung;geschieden;Abitur;nein;1224;ja;nein;Handy;1;;0;Unbekannt
432175043;nein;17;apr;218;16752530;31;m;Verwaltung;verheiratet;Abitur;nein;8295;ja;nein;Handy;1;149;1;Kein Erfolg
432155307;nein;7;jul;182;16755563;44;m;Dienstleistung;verheiratet;Abitur;nein;300;ja;nein;Handy;3;;0;Unbekannt
432150686;nein;2;jun;20;16757697;42;m;Verwaltung;verheiratet;Abitur;nein;6445;ja;nein;Unbekannt;8;;0;Unbekannt
432160643;ja;31;jul;812;16758883;36;w;Selbständig;single;Studium;nein;1240;nein;nein;Handy;3;;0;Unbekannt
432165308;nein;26;aug;106;16760310;46;m;Technischer Beruf;verheiratet;Abitur;nein;1596;ja;nein;Handy;7;;0;Unbekannt
432187023;nein;3;sep;126;16761179;57;m;Rentner;verheiratet;Real-/Hauptschule;nein;1947;nein;nein;Handy;1;185;7;Erfolg
432158302;nein;22;jul;259;16764897;27;w;Verwaltung;verheiratet;Abitur;nein;512;ja;nein;Handy;1;;0;Unbekannt
432148986;nein;28;may;252;16774463;26;m;Arbeiter;single;Abitur;nein;535;ja;ja;Unbekannt;1;;0;Unbekannt
432177607;nein;7;may;1145;16775397;39;w;Management;verheiratet;Studium;nein;3;ja;nein;Handy;1;170;1;Kein Erfolg
432153466;ja;18;jun;1029;16776339;39;m;Selbständig;single;Studium;nein;426;nein;nein;Unbekannt;1;;0;Unbekannt
432155431;nein;8;jul;136;16782003;29;w;Dienstleistung;single;Abitur;nein;1274;nein;nein;Handy;1;;0;Unbekannt
432160788;nein;31;jul;94;16782269;43;w;Technischer Beruf;single;Abitur;ja;685;ja;nein;Handy;2;;0;Unbekannt
432168923;nein;20;nov;223;16784897;37;w;Gründer;verheiratet;Studium;nein;836;ja;nein;Handy;1;177;2;Kein Erfolg
432169701;ja;21;nov;834;16785335;30;w;Student;single;Studium;nein;2766;nein;nein;Handy;1;;0;Unbekannt
432156794;nein;14;jul;1271;16786187;28;w;Management;geschieden;Abitur;nein;-76;nein;ja;Handy;2;;0;Unbekannt
432185639;nein;15;mar;151;16787922;30;w;Management;verheiratet;Studium;nein;1077;nein;nein;Handy;1;96;1;Kein Erfolg
432185744;nein;1;apr;263;16791666;26;m;Management;single;Studium;nein;7628;nein;nein;Handy;1;;0;Unbekannt
432162413;nein;8;aug;14;16792381;36;w;Unbekannt;verheiratet;Abitur;nein;179;nein;nein;Handy;8;;0;Unbekannt
432161218;nein;4;aug;73;16793162;46;w;Arbeiter;verheiratet;Real-/Hauptschule;nein;783;ja;nein;Handy;1;;0;Unbekannt
432147024;nein;20;may;144;16799280;36;m;Management;single;Studium;nein;1373;ja;nein;Unbekannt;2;;0;Unbekannt
432145652;nein;15;may;599;16799768;53;m;Verwaltung;geschieden;Abitur;nein;-394;ja;nein;Unbekannt;2;;0;Unbekannt
432170053;nein;21;nov;47;16800813;30;w;Arbeiter;single;Studium;nein;4127;ja;nein;Festnetz;4;;0;Unbekannt
432183017;ja;6;aug;131;16804690;40;w;Management;verheiratet;Studium;nein;0;nein;nein;Handy;2;98;6;Erfolg
432144178;nein;9;may;76;16804750;34;w;Management;single;Abitur;nein;66;ja;nein;Unbekannt;2;;0;Unbekannt
432178123;nein;8;may;330;16810630;40;m;Selbständig;geschieden;Studium;nein;4647;ja;nein;Festnetz;2;;0;Unbekannt
432162522;ja;11;aug;384;16811118;30;w;Management;verheiratet;Studium;nein;131;ja;nein;Handy;6;;0;Unbekannt
432168154;nein;19;nov;227;16813021;36;m;Management;verheiratet;Abitur;nein;6077;nein;nein;Handy;1;;0;Unbekannt
432182122;ja;1;jun;69;16815722;45;w;Verwaltung;verheiratet;Studium;nein;2552;nein;nein;Handy;1;293;7;Kein Erfolg
432180228;nein;14;may;182;16816714;32;m;Management;single;Studium;nein;499;ja;nein;Handy;1;339;2;Kein Erfolg
432143508;nein;8;may;201;16820209;50;w;Arbeiter;verheiratet;Real-/Hauptschule;nein;362;ja;nein;Unbekannt;2;;0;Unbekannt
432143529;nein;8;may;489;16825394;29;m;Verwaltung;geschieden;Abitur;nein;1320;ja;ja;Unbekannt;1;;0;Unbekannt
432162750;nein;12;aug;154;16830208;30;m;Management;single;Studium;nein;115;nein;nein;Handy;2;;0;Unbekannt
432154394;nein;20;jun;14;16837425;53;m;Rentner;geschieden;Abitur;nein;797;nein;nein;Unbekannt;6;;0;Unbekannt
432171616;nein;2;feb;237;16838341;26;m;Arbeiter;single;Abitur;nein;494;nein;nein;Handy;1;;0;Unbekannt
432147619;nein;23;may;193;16840952;38;w;Dienstleistung;verheiratet;Abitur;nein;435;ja;nein;Unbekannt;2;;0;Unbekannt
432161499;nein;5;aug;344;16843993;60;w;Rentner;verheiratet;Studium;nein;1766;nein;nein;Handy;1;;0;Unbekannt
432170702;nein;29;jan;197;16846080;49;m;Dienstleistung;single;Abitur;nein;178;ja;ja;Handy;1;;0;Unbekannt
432182603;nein;15;jun;139;16846958;24;m;Verwaltung;single;Studium;nein;454;ja;nein;Handy;1;;0;Unbekannt
432165733;nein;27;aug;145;16848158;48;m;Technischer Beruf;geschieden;Abitur;ja;20;nein;nein;Handy;3;;0;Unbekannt
432180073;nein;14;may;201;16856198;42;m;Gründer;verheiratet;Abitur;nein;718;ja;nein;Handy;2;365;2;Kein Erfolg
432180174;nein;14;may;466;16861056;26;m;Dienstleistung;verheiratet;Abitur;nein;864;ja;ja;Handy;1;;0;Unbekannt
432178851;nein;12;may;77;16861069;54;m;Arbeiter;verheiratet;Real-/Hauptschule;nein;0;ja;nein;Handy;4;341;2;Kein Erfolg
432171953;ja;3;feb;372;16861369;39;m;Arbeitslos;single;Abitur;nein;-114;ja;nein;Handy;1;;0;Unbekannt
432150010;nein;30;may;447;16864971;49;m;Verwaltung;geschieden;Abitur;nein;169;ja;nein;Unbekannt;1;;0;Unbekannt
432173005;nein;6;feb;58;16865685;60;w;Arbeiter;verheiratet;Real-/Hauptschule;nein;5798;ja;nein;Handy;2;;0;Unbekannt
432161064;nein;31;jul;576;16867574;34;w;Arbeiter;verheiratet;Abitur;nein;699;ja;ja;Handy;10;;0;Unbekannt
432167212;nein;18;nov;74;16867861;38;m;Management;verheiratet;Studium;nein;1802;nein;nein;Handy;1;;0;Unbekannt
432170915;nein;29;jan;190;16868068;31;w;Gründer;verheiratet;Abitur;nein;15;nein;ja;Handy;2;;0;Unbekannt
432181184;nein;18;may;197;16869343;31;w;Verwaltung;single;Abitur;nein;-449;ja;nein;Handy;1;355;2;Kein Erfolg
432184867;nein;18;dec;454;16871084;29;w;Dienstleistung;verheiratet;Abitur;nein;399;nein;nein;Handy;6;199;1;Kein Erfolg
432159988;nein;29;jul;57;16874954;36;w;Hausfrau;verheiratet;Real-/Hauptschule;nein;125;ja;nein;Handy;4;;0;Unbekannt
432147194;nein;21;may;872;16886818;34;m;Dienstleistung;verheiratet;Abitur;nein;0;ja;nein;Unbekannt;5;;0;Unbekannt
432178128;nein;8;may;144;16886945;28;w;Verwaltung;single;Abitur;nein;-281;ja;nein;Handy;4;340;4;Sonstiges
432155864;nein;9;jul;98;16887235;57;w;Rentner;single;Abitur;nein;976;ja;nein;Handy;1;;0;Unbekannt
432170568;nein;29;jan;67;16887609;53;m;Technischer Beruf;geschieden;Abitur;nein;388;ja;ja;Handy;1;247;1;Kein Erfolg
432183462;ja;17;aug;343;16888579;35;m;Management;single;Studium;nein;431;nein;nein;Handy;2;397;1;Kein Erfolg
432154682;nein;26;jun;29;16889644;30;m;Dienstleistung;single;Abitur;nein;1881;nein;ja;Unbekannt;1;;0;Unbekannt
432145303;nein;14;may;566;16890860;46;m;Technischer Beruf;geschieden;Abitur;nein;3455;ja;nein;Unbekannt;2;;0;Unbekannt
432165151;nein;25;aug;296;16893349;33;w;Technischer Beruf;verheiratet;Abitur;nein;0;nein;nein;Handy;8;;0;Unbekannt
432166732;nein;17;nov;279;16897966;58;m;Management;geschieden;Studium;nein;1573;ja;ja;Handy;1;;0;Unbekannt
432162479;nein;11;aug;45;16899751;54;m;Rentner;verheiratet;Abitur;nein;2950;nein;nein;Handy;2;;0;Unbekannt
432157517;nein;17;jul;275;16908245;44;m;Dienstleistung;geschieden;Abitur;nein;0;nein;ja;Handy;17;;0;Unbekannt
432174286;ja;9;apr;1042;16908980;28;m;Management;geschieden;Studium;nein;229;ja;nein;Handy;2;315;2;Sonstiges
432147690;nein;23;may;317;16909784;35;m;Management;verheiratet;Abitur;nein;339;ja;nein;Unbekannt;1;;0;Unbekannt
432164372;nein;20;aug;76;16910490;52;m;Arbeiter;verheiratet;Real-/Hauptschule;nein;584;ja;nein;Handy;18;;0;Unbekannt
432148868;nein;27;may;124;16913361;34;w;Technischer Beruf;verheiratet;Abitur;nein;-259;ja;nein;Unbekannt;2;;0;Unbekannt
432158645;nein;23;jul;336;16917015;53;w;Rentner;geschieden;Abitur;nein;84;nein;nein;Handy;1;;0;Unbekannt
432175163;nein;17;apr;54;16920274;43;m;Technischer Beruf;verheiratet;Abitur;nein;90;ja;nein;Handy;2;;0;Unbekannt
432174255;nein;9;apr;188;16926529;35;m;Verwaltung;verheiratet;Abitur;nein;-312;nein;nein;Handy;1;;0;Unbekannt
432183962;ja;22;sep;369;16926687;71;w;Rentner;geschieden;Abitur;nein;4380;nein;nein;Handy;1;;0;Unbekannt
432184810;nein;9;dec;87;16928083;71;w;Rentner;verheiratet;Abitur;nein;91;nein;nein;Festnetz;6;;0;Unbekannt
432171133;nein;30;jan;10;16929232;34;w;Hausfrau;single;Real-/Hauptschule;nein;443;nein;nein;Handy;1;2;1;Sonstiges
432144276;nein;9;may;107;16930575;39;m;Gründer;verheiratet;Studium;nein;338;ja;nein;Unbekannt;4;;0;Unbekannt
432173543;ja;27;feb;165;16930984;33;m;Technischer Beruf;single;Studium;nein;1636;ja;nein;Handy;1;;0;Unbekannt
432176600;nein;4;may;190;16932545;39;m;Verwaltung;verheiratet;Abitur;nein;563;ja;nein;Handy;3;;0;Unbekannt
432145957;nein;15;may;262;16934373;42;w;Arbeiter;verheiratet;Real-/Hauptschule;nein;2519;ja;nein;Unbekannt;4;;0;Unbekannt
432179113;nein;12;may;225;16935497;31;m;Arbeiter;verheiratet;Abitur;nein;1908;nein;nein;Handy;1;;0;Unbekannt
432150821;nein;3;jun;393;16938825;57;w;Rentner;verheiratet;Abitur;nein;519;ja;nein;Unbekannt;3;;0;Unbekannt
432179324;nein;13;may;29;16940067;45;w;Arbeiter;verheiratet;Real-/Hauptschule;nein;700;ja;nein;Festnetz;4;;0;Unbekannt
432167904;nein;19;nov;682;16942083;56;m;Rentner;geschieden;Abitur;nein;1886;ja;nein;Handy;1;;0;Unbekannt
432165672;nein;27;aug;561;16944261;38;w;Management;single;Studium;nein;194;nein;nein;Handy;2;;0;Unbekannt
432155471;nein;8;jul;71;16944364;25;w;Management;single;Abitur;nein;1923;nein;ja;Handy;1;;0;Unbekannt
432144047;nein;9;may;18;16949696;51;m;Management;single;Studium;nein;417;ja;nein;Unbekannt;1;;0;Unbekannt
432155537;nein;8;jul;338;16951895;35;w;Arbeiter;verheiratet;Real-/Hauptschule;nein;46;nein;nein;Handy;3;;0;Unbekannt
432165918;nein;28;aug;12;16953817;38;m;Student;verheiratet;Abitur;nein;140;nein;nein;Handy;21;;0;Unbekannt
432162311;nein;8;aug;131;16962990;32;m;Technischer Beruf;single;Studium;nein;1190;ja;nein;Handy;4;;0;Unbekannt
432148616;nein;27;may;43;16967448;27;m;Arbeiter;single;Abitur;ja;87;ja;nein;Unbekannt;1;;0;Unbekannt
432156491;nein;11;jul;502;16967640;50;w;Management;verheiratet;Studium;nein;383;nein;ja;Handy;2;;0;Unbekannt
432173083;nein;6;feb;12;16967840;35;w;Verwaltung;geschieden;Abitur;nein;183;nein;ja;Handy;7;217;1;Kein Erfolg
432145638;nein;15;may;80;16968412;44;m;Arbeiter;verheiratet;Abitur;nein;560;ja;nein;Unbekannt;1;;0;Unbekannt
432148795;nein;27;may;8;16969604;28;w;Dienstleistung;single;Abitur;nein;68;ja;nein;Unbekannt;2;;0;Unbekannt
432171572;nein;2;feb;70;16971466;31;w;Management;single;Studium;nein;630;nein;nein;Handy;2;;0;Unbekannt
432151962;nein;6;jun;247;16974732;38;m;Arbeiter;single;Abitur;nein;-56;ja;ja;Unbekannt;2;;0;Unbekannt
432179618;nein;13;may;68;16975002;35;m;Dienstleistung;single;Abitur;nein;143;ja;ja;Handy;1;369;2;Sonstiges
432145346;nein;14;may;240;16977129;41;m;Arbeiter;verheiratet;Real-/Hauptschule;nein;7735;ja;nein;Unbekannt;1;;0;Unbekannt
432170549;nein;29;jan;359;16980847;37;m;Dienstleistung;single;Abitur;nein;594;ja;nein;Handy;1;;0;Unbekannt
432154680;nein;26;jun;190;16984672;42;w;Arbeiter;verheiratet;Abitur;nein;160;ja;ja;Unbekannt;1;;0;Unbekannt
432183359;nein;13;aug;146;16985959;57;m;Hausfrau;geschieden;Real-/Hauptschule;nein;1198;nein;nein;Handy;1;;0;Unbekannt
432149679;nein;29;may;166;16987539;42;m;Management;verheiratet;Studium;nein;8794;ja;nein;Unbekannt;3;;0;Unbekannt
432175267;nein;17;apr;232;16989762;32;w;Selbständig;geschieden;Real-/Hauptschule;nein;0;ja;nein;Handy;2;;0;Unbekannt
432178684;nein;11;may;200;16999515;34;w;Arbeiter;verheiratet;Abitur;nein;-29;ja;nein;Handy;2;364;2;Sonstiges
432182902;ja;8;jul;153;17003844;22;w;Student;single;Abitur;nein;185;nein;nein;Handy;1;;0;Unbekannt
432149322;nein;28;may;95;17004528;31;w;Management;single;Studium;nein;44;nein;nein;Unbekannt;2;;0;Unbekannt
432157195;ja;16;jul;830;17005041;36;m;Arbeiter;verheiratet;Abitur;nein;324;ja;ja;Handy;1;;0;Unbekannt
432159716;nein;28;jul;93;17005170;56;m;Technischer Beruf;verheiratet;Abitur;nein;76;ja;nein;Handy;3;;0;Unbekannt
432149871;nein;30;may;86;17014027;24;w;Student;single;Abitur;nein;7;ja;nein;Unbekannt;3;;0;Unbekannt
432155036;nein;7;jul;575;17014511;59;w;Gründer;verheiratet;Studium;nein;1728;nein;nein;Handy;2;;0;Unbekannt
432187138;ja;15;sep;251;17016631;74;w;Rentner;verheiratet;Studium;nein;1843;nein;nein;Handy;2;184;3;Erfolg
432178949;nein;12;may;69;17017482;41;m;Arbeiter;verheiratet;Abitur;nein;598;ja;nein;Handy;3;364;11;Kein Erfolg
432173664;ja;11;mar;101;17018057;34;w;Verwaltung;geschieden;Abitur;nein;1085;nein;nein;Handy;7;;0;Unbekannt
432185772;ja;6;apr;177;17018861;57;m;Rentner;verheiratet;Unbekannt;nein;230;nein;nein;Handy;2;210;3;Kein Erfolg
432159352;nein;25;jul;149;17020482;56;m;Hausfrau;verheiratet;Real-/Hauptschule;nein;871;nein;nein;Festnetz;1;;0;Unbekannt
432186588;ja;20;jul;355;17020593;31;m;Arbeitslos;geschieden;Studium;nein;756;nein;nein;Handy;2;;0;Unbekannt
432149059;nein;28;may;126;17021343;28;m;Arbeiter;geschieden;Unbekannt;nein;101;ja;nein;Unbekannt;4;;0;Unbekannt
432164807;nein;22;aug;80;17029213;53;m;Dienstleistung;verheiratet;Real-/Hauptschule;nein;6;nein;nein;Handy;2;;0;Unbekannt
432181503;nein;18;may;197;17030051;40;m;Verwaltung;geschieden;Abitur;nein;220;ja;nein;Handy;2;;0;Unbekannt
432175548;nein;20;apr;142;17032415;34;w;Arbeiter;verheiratet;Real-/Hauptschule;nein;1217;ja;nein;Handy;2;328;3;Kein Erfolg
432151672;nein;6;jun;130;17034305;48;m;Gründer;single;Studium;nein;2313;nein;nein;Unbekannt;1;;0;Unbekannt
432151345;nein;5;jun;221;17036628;40;w;Management;single;Studium;nein;-222;ja;nein;Unbekannt;1;;0;Unbekannt
432163528;nein;14;aug;163;17041353;34;m;Technischer Beruf;verheiratet;Abitur;nein;883;nein;nein;Handy;3;;0;Unbekannt
432181239;nein;18;may;205;17042819;40;m;Arbeiter;verheiratet;Real-/Hauptschule;nein;2502;ja;nein;Handy;1;;0;Unbekannt
432153119;nein;17;jun;117;17044189;50;m;Management;verheiratet;Studium;nein;0;nein;nein;Unbekannt;3;;0;Unbekannt
432169642;nein;21;nov;62;17046977;43;m;Verwaltung;verheiratet;Abitur;nein;-150;nein;ja;Handy;2;136;3;Kein Erfolg
432184189;ja;16;oct;847;17054086;77;m;Rentner;verheiratet;Studium;nein;0;nein;nein;Handy;1;60;1;Erfolg
432161533;nein;5;aug;109;17054241;34;w;Technischer Beruf;verheiratet;Studium;nein;218;nein;nein;Handy;2;;0;Unbekannt
432185978;ja;5;may;226;17054471;74;w;Rentner;verheiratet;Abitur;nein;935;nein;nein;Handy;1;99;2;Kein Erfolg
432153370;nein;17;jun;76;17054946;39;m;Gründer;verheiratet;Abitur;nein;156;nein;ja;Unbekannt;2;;0;Unbekannt
432152885;nein;16;jun;206;17062401;52;m;Management;verheiratet;Real-/Hauptschule;nein;740;nein;nein;Unbekannt;1;;0;Unbekannt
432178796;nein;11;may;301;17063240;35;w;Arbeiter;verheiratet;Real-/Hauptschule;nein;151;ja;nein;Handy;2;298;6;Kein Erfolg
432184542;ja;10;nov;266;17064732;33;m;Management;verheiratet;Studium;nein;22867;ja;nein;Handy;2;92;3;Kein Erfolg
432171526;nein;2;feb;165;17066654;52;w;Arbeitslos;verheiratet;Real-/Hauptschule;nein;3175;nein;nein;Handy;1;;0;Unbekannt
432169774;nein;21;nov;85;17067287;47;w;Verwaltung;verheiratet;Unbekannt;nein;0;ja;nein;Handy;1;198;1;Kein Erfolg
432171259;nein;2;feb;225;17067677;36;m;Verwaltung;single;Abitur;nein;115;nein;nein;Handy;1;;0;Unbekannt
432163096;nein;13;aug;183;17070590;38;w;Technischer Beruf;verheiratet;Studium;nein;128;nein;nein;Handy;5;;0;Unbekannt
432151103;nein;4;jun;142;17073414;60;m;Rentner;verheiratet;Real-/Hauptschule;nein;1664;ja;nein;Unbekannt;2;;0;Unbekannt
432176562;ja;4;may;643;17077487;36;m;Dienstleistung;single;Abitur;nein;365;nein;nein;Handy;1;;0;Unbekannt
432150532;nein;2;jun;430;17079647;35;w;Management;single;Studium;nein;1632;ja;nein;Unbekannt;2;;0;Unbekannt
432147128;nein;21;may;388;17082489;34;w;Management;single;Studium;nein;2015;nein;nein;Unbekannt;1;;0;Unbekannt
432178536;nein;11;may;360;17082883;31;m;Verwaltung;single;Abitur;nein;78;ja;nein;Handy;1;370;1;Sonstiges
432184136;ja;13;oct;1003;17084194;83;m;Rentner;single;Real-/Hauptschule;nein;1965;nein;nein;Festnetz;3;;0;Unbekannt
432159057;nein;24;jul;90;17084492;39;m;Arbeiter;verheiratet;Unbekannt;nein;0;nein;nein;Handy;3;;0;Unbekannt
432166385;ja;17;oct;270;17086672;46;w;Technischer Beruf;geschieden;Abitur;nein;-90;nein;ja;Festnetz;1;;0;Unbekannt
432187498;nein;9;nov;255;17087705;47;m;Management;single;Studium;nein;311;ja;ja;Handy;3;378;2;Kein Erfolg
432175951;nein;20;apr;9;17090734;35;m;Technischer Beruf;single;Abitur;nein;2496;ja;nein;Handy;2;;0;Unbekannt
432145244;ja;14;may;760;17090847;48;m;Arbeiter;verheiratet;Abitur;nein;1596;ja;nein;Unbekannt;1;;0;Unbekannt
432148278;nein;26;may;293;17091173;28;w;Technischer Beruf;single;Studium;nein;1050;ja;nein;Unbekannt;1;;0;Unbekannt
432150326;nein;2;jun;51;17094519;37;m;Arbeiter;verheiratet;Real-/Hauptschule;nein;89;ja;nein;Unbekannt;4;;0;Unbekannt
432186824;nein;9;aug;148;17096287;25;m;Student;single;Abitur;nein;1028;nein;nein;Handy;2;;0;Unbekannt
432148073;nein;26;may;208;17098641;46;m;Arbeiter;verheiratet;Abitur;nein;0;ja;nein;Unbekannt;2;;0;Unbekannt
432180735;nein;15;may;100;17099171;39;w;Arbeiter;verheiratet;Real-/Hauptschule;nein;-50;ja;nein;Handy;1;;0;Unbekannt
432143549;nein;8;may;221;17104903;33;m;Arbeitslos;single;Abitur;nein;233;ja;nein;Unbekannt;4;;0;Unbekannt
432144749;nein;13;may;124;17104990;23;w;Verwaltung;single;Abitur;nein;281;ja;nein;Unbekannt;1;;0;Unbekannt
432181165;nein;18;may;90;17107597;32;m;Arbeiter;verheiratet;Studium;nein;143;ja;ja;Handy;1;;0;Unbekannt
432148404;nein;26;may;85;17108723;37;m;Arbeiter;single;Abitur;nein;3344;ja;nein;Unbekannt;5;;0;Unbekannt
432184557;ja;11;nov;269;17111420;49;m;Management;verheiratet;Real-/Hauptschule;nein;3371;nein;nein;Handy;2;;0;Unbekannt
432164765;nein;22;aug;69;17112749;30;w;Technischer Beruf;single;Studium;nein;0;nein;nein;Handy;2;;0;Unbekannt
432183790;nein;4;sep;156;17115386;33;m;Student;single;Unbekannt;nein;5969;nein;nein;Handy;2;127;8;Kein Erfolg
432159280;nein;25;jul;50;17115714;32;w;Verwaltung;verheiratet;Studium;nein;176;ja;nein;Handy;1;;0;Unbekannt
432143772;nein;8;may;173;17116837;46;w;Arbeiter;verheiratet;Real-/Hauptschule;nein;587;ja;nein;Unbekannt;2;;0;Unbekannt
432145858;nein;15;may;157;17122676;59;m;Management;single;Abitur;nein;671;ja;ja;Unbekannt;5;;0;Unbekannt
432151215;nein;4;jun;23;17127550;26;w;Arbeiter;verheiratet;Abitur;ja;-82;ja;nein;Unbekannt;2;;0;Unbekannt
432156572;nein;14;jul;151;17129603;47;w;Arbeiter;verheiratet;Real-/Hauptschule;nein;3038;ja;nein;Handy;2;;0;Unbekannt
432168741;nein;20;nov;111;17130943;31;w;Technischer Beruf;verheiratet;Abitur;nein;450;nein;ja;Handy;2;129;4;Kein Erfolg
432172620;nein;5;feb;131;17132387;30;w;Arbeiter;single;Real-/Hauptschule;nein;105;ja;nein;Handy;1;265;1;Kein Erfolg
432160101;nein;29;jul;935;17141697;32;w;Technischer Beruf;verheiratet;Abitur;nein;-95;ja;nein;Handy;4;;0;Unbekannt
432182730;ja;30;jun;128;17146396;71;m;Rentner;verheiratet;Studium;nein;2887;nein;nein;Handy;1;;0;Unbekannt
432170952;nein;29;jan;62;17150414;45;m;Management;verheiratet;Abitur;nein;25;nein;nein;Handy;3;;0;Unbekannt
432165022;nein;25;aug;85;17152644;36;w;Management;verheiratet;Studium;nein;1235;nein;nein;Handy;6;;0;Unbekannt
432155830;nein;9;jul;36;17154138;36;m;Verwaltung;single;Abitur;nein;47;nein;ja;Handy;6;;0;Unbekannt
432169021;ja;20;nov;768;17156145;46;w;Verwaltung;geschieden;Abitur;nein;2087;nein;nein;Handy;3;;0;Unbekannt
432176047;ja;21;apr;396;17158070;65;m;Rentner;verheiratet;Studium;nein;1973;nein;nein;Festnetz;3;;0;Unbekannt
432170385;nein;28;jan;873;17158109;29;m;Management;verheiratet;Studium;nein;54;nein;nein;Handy;3;;0;Unbekannt
432187005;nein;2;sep;114;17159678;31;m;Management;single;Studium;nein;1675;nein;nein;Handy;2;363;1;Kein Erfolg
432159747;nein;28;jul;644;17161061;32;m;Verwaltung;single;Abitur;nein;976;ja;nein;Handy;3;;0;Unbekannt
432186149;ja;27;may;93;17163026;39;m;Arbeitslos;geschieden;Abitur;nein;265;ja;nein;Unbekannt;1;555;2;Sonstiges
432172089;nein;4;feb;1086;17164266;59;m;Arbeitslos;single;Abitur;nein;865;nein;nein;Handy;1;;0;Unbekannt
432179866;nein;13;may;310;17164637;41;w;Management;verheiratet;Studium;nein;1204;ja;ja;Handy;2;;0;Unbekannt
432143104;nein;6;may;406;17165168;55;w;Hausfrau;geschieden;Studium;nein;6920;ja;nein;Unbekannt;3;;0;Unbekannt
432168073;nein;19;nov;190;17165684;34;w;Management;geschieden;Studium;nein;27;nein;ja;Handy;1;;0;Unbekannt
432147656;nein;23;may;415;17165832;33;m;Management;verheiratet;Unbekannt;nein;18347;ja;nein;Unbekannt;1;;0;Unbekannt
432163666;nein;18;aug;147;17166086;59;w;Hausfrau;verheiratet;Real-/Hauptschule;nein;1100;nein;nein;Handy;10;;0;Unbekannt
432183282;nein;12;aug;112;17166819;31;w;Management;verheiratet;Studium;nein;1812;nein;nein;Handy;1;104;1;Erfolg
432158076;nein;21;jul;80;17171288;32;m;Technischer Beruf;verheiratet;Abitur;nein;-796;ja;ja;Handy;3;;0;Unbekannt
432167924;nein;19;nov;106;17172823;54;m;Management;verheiratet;Abitur;nein;0;nein;nein;Handy;1;;0;Unbekannt
432147193;nein;21;may;179;17173734;31;w;Dienstleistung;verheiratet;Abitur;nein;11512;ja;nein;Unbekannt;1;;0;Unbekannt
432182802;nein;3;jul;603;17176443;31;m;Dienstleistung;verheiratet;Abitur;nein;1167;nein;nein;Handy;1;;0;Unbekannt
432183990;ja;29;sep;316;17180189;34;w;Management;verheiratet;Studium;nein;16;ja;nein;Festnetz;1;119;1;Sonstiges
432143540;ja;8;may;1084;17181044;35;w;Management;geschieden;Studium;nein;3837;ja;nein;Unbekannt;1;;0;Unbekannt
432179976;nein;14;may;317;17181057;31;m;Arbeiter;verheiratet;Real-/Hauptschule;nein;554;ja;nein;Handy;1;352;5;Kein Erfolg
432160214;nein;30;jul;189;17185409;58;m;Rentner;verheiratet;Real-/Hauptschule;nein;10628;nein;nein;Handy;4;;0;Unbekannt
432186888;nein;12;aug;17;17186490;28;w;Management;single;Studium;nein;-62;nein;nein;Unbekannt;1;;0;Unbekannt
432183077;nein;7;aug;158;17190276;35;m;Gründer;verheiratet;Abitur;nein;2971;nein;nein;Handy;2;95;6;Erfolg
432175489;nein;20;apr;62;17192747;40;m;Arbeiter;verheiratet;Real-/Hauptschule;nein;2364;ja;nein;Handy;4;;0;Unbekannt
432181906;nein;26;may;302;17195899;31;m;Management;single;Studium;nein;816;ja;nein;Handy;1;40;1;Kein Erfolg
432150043;nein;30;may;309;17196537;51;m;Arbeiter;verheiratet;Abitur;nein;1440;ja;nein;Unbekannt;1;;0;Unbekannt
432163512;nein;14;aug;49;17200506;30;w;Dienstleistung;single;Abitur;nein;188;nein;nein;Handy;2;;0;Unbekannt
432186143;ja;26;may;236;17200837;28;m;Technischer Beruf;verheiratet;Abitur;nein;742;nein;nein;Handy;1;;0;Unbekannt
432182462;nein;4;jun;101;17204381;27;m;Management;single;Studium;nein;587;nein;nein;Handy;3;;0;Unbekannt
432165452;nein;26;aug;175;17204924;49;w;Selbständig;verheiratet;Abitur;nein;0;nein;nein;Handy;6;;0;Unbekannt
